Rental Price,Address,No of Bed,No of Bathrooms,Area,Pets Allowed,No of Beds
"$399,000","5525 Glen Forest Ln
Dallas, TX 75241",2.0,1.0,"2,910sqft
2,910 square feet",,2.0
"€2,664","Wingertstraße 7, 61449 Steinbach (Taunus), Germany",2.0,1.0,60 Sq M,,3.0
"€2,211","Gutleutstraße 45, 60329 Frankfurt, Germany",2.0,1.0,45 Sq M,,2.0
"€4,373","Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",2.0,1.0,47 Sq M,,3.0
"€1,707","Alte Gasse 29, 60313 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€680,"Geleitsstraße 10, 60599 Frankfurt, Germany",2.0,1.0,13 Sq M,,4.0
"€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",2.0,1.0,19 Sq M,,1.0
€690,"Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,45 Sq M,,3.0
"€2,255","Mainluststraße 6, 60329 Frankfurt, Germany",2.0,1.0,16 Sq M,,2.0
"€1,781","Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
"€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€710,,2.0,1.0,23 Sq M,,3.0
"€2,861",,2.0,1.0,18 Sq M,,2.0
€899,,2.0,1.0,80 Sq M,,1.0
€740,,2.0,1.0,32 Sq M,,4.0
€740,,2.0,1.0,15 Sq M,,3.0
€799,,2.0,1.0,18 Sq M,,1.0
"€2,500",,2.0,1.0,,,1.0
"€1,566",,2.0,1.0,,,2.0
€700,,2.0,1.0,,,6.0
€690,,2.0,1.0,,,4.0
€740,,2.0,1.0,,,4.0
"€1,729","Borsigallee, 60388 Frankfurt, Germany",2.0,1.0,21 Sq M,,1.0
€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2.0,1.0,11 Sq M,,2.0
"€2,033","61440 Oberursel, Germany",2.0,1.0,50 Sq M,,2.0
"€1,521","Münchener Straße 8, 60329 Frankfurt, Germany",2.0,1.0,29 Sq M,,2.0
"€3,177","Roßdorfer Straße 5, 60385 Frankfurt, Germany",2.0,2.0,78 Sq M,,2.0
"€2,300","Schleiermacherstraße 10, 60316 Frankfurt, Germany",2.0,2.0,34 Sq M,,3.0
"€2,891","Kaiserstraße 73, 63065 Offenbach am Main, Germany",2.0,1.0,115 Sq M,,2.0
"€3,456","Hainer Weg 104, 60599 Frankfurt, Germany",2.0,1.0,15 Sq M,,1.0
"€3,450","Bleichstraße 38, 60313 Frankfurt, Germany",2.0,1.0,47 Sq M,,2.0
€840,"Dörnigheimer Straße 4, 60314 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€700,"Werftstraße 15, 60327 Frankfurt, Germany",2.0,1.0,29 Sq M,,6.0
"€1,200",,2.0,1.0,25 Sq M,,1.0
"€1,450",,2.0,1.0,60 Sq M,,2.0
€899,,2.0,1.0,62 Sq M,,1.0
€990,,2.0,1.0,60 Sq M,,2.0
"€1,480",,2.0,1.0,22 Sq M,,2.0
"€1,790",,2.0,1.0,33 Sq M,,1.0
€810,,2.0,1.0,,,7.0
"€2,300",,2.0,2.0,,,2.0
"€3,495",,2.0,1.0,,,3.0
"€1,256",,2.0,1.0,,,2.0
"€1,290",,2.0,1.0,,,1.0
"€2,664","Wingertstraße 7, 61449 Steinbach (Taunus), Germany",2.0,1.0,60 Sq M,,3.0
"€2,211","Gutleutstraße 45, 60329 Frankfurt, Germany",2.0,1.0,45 Sq M,,2.0
"€4,373","Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",2.0,1.0,47 Sq M,,3.0
"€1,707","Alte Gasse 29, 60313 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€680,"Geleitsstraße 10, 60599 Frankfurt, Germany",2.0,1.0,13 Sq M,,4.0
"€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",2.0,1.0,19 Sq M,,1.0
€690,"Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,45 Sq M,,3.0
"€2,255","Mainluststraße 6, 60329 Frankfurt, Germany",2.0,1.0,16 Sq M,,2.0
"€1,781","Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
"€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€710,,2.0,1.0,23 Sq M,,3.0
"€2,861",,2.0,1.0,18 Sq M,,2.0
€899,,2.0,1.0,80 Sq M,,1.0
€740,,2.0,1.0,32 Sq M,,4.0
€740,,2.0,1.0,15 Sq M,,3.0
€799,,2.0,1.0,18 Sq M,,1.0
"€2,500",,2.0,1.0,,,1.0
"€1,566",,2.0,1.0,,,2.0
€700,,2.0,1.0,,,6.0
€690,,2.0,1.0,,,4.0
€740,,2.0,1.0,,,4.0
"€1,729","Borsigallee, 60388 Frankfurt, Germany",2.0,1.0,21 Sq M,,1.0
€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2.0,1.0,11 Sq M,,2.0
"€2,033","61440 Oberursel, Germany",2.0,1.0,50 Sq M,,2.0
"€1,521","Münchener Straße 8, 60329 Frankfurt, Germany",2.0,1.0,29 Sq M,,2.0
"€3,177","Roßdorfer Straße 5, 60385 Frankfurt, Germany",2.0,2.0,78 Sq M,,2.0
"€2,300","Schleiermacherstraße 10, 60316 Frankfurt, Germany",2.0,2.0,34 Sq M,,3.0
"€2,891","Kaiserstraße 73, 63065 Offenbach am Main, Germany",2.0,1.0,115 Sq M,,2.0
"€3,456","Hainer Weg 104, 60599 Frankfurt, Germany",2.0,1.0,15 Sq M,,1.0
"€3,450","Bleichstraße 38, 60313 Frankfurt, Germany",2.0,1.0,47 Sq M,,2.0
€840,"Dörnigheimer Straße 4, 60314 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€700,"Werftstraße 15, 60327 Frankfurt, Germany",2.0,1.0,29 Sq M,,6.0
"€1,200",,2.0,1.0,25 Sq M,,1.0
"€1,450",,2.0,1.0,60 Sq M,,2.0
€899,,2.0,1.0,62 Sq M,,1.0
€990,,2.0,1.0,60 Sq M,,2.0
"€1,480",,2.0,1.0,22 Sq M,,2.0
"€1,790",,2.0,1.0,33 Sq M,,1.0
€810,,2.0,1.0,,,7.0
"€2,300",,2.0,2.0,,,2.0
"€3,495",,2.0,1.0,,,3.0
"€1,256",,2.0,1.0,,,2.0
"€1,290",,2.0,1.0,,,1.0
"€2,664","Wingertstraße 7, 61449 Steinbach (Taunus), Germany",2.0,1.0,60 Sq M,,3.0
"€2,211","Gutleutstraße 45, 60329 Frankfurt, Germany",2.0,1.0,45 Sq M,,2.0
"€4,373","Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",2.0,1.0,47 Sq M,,3.0
"€1,707","Alte Gasse 29, 60313 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€680,"Geleitsstraße 10, 60599 Frankfurt, Germany",2.0,1.0,13 Sq M,,4.0
"€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",2.0,1.0,19 Sq M,,1.0
€690,"Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,45 Sq M,,3.0
"€2,255","Mainluststraße 6, 60329 Frankfurt, Germany",2.0,1.0,16 Sq M,,2.0
"€1,781","Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
"€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€710,,2.0,1.0,23 Sq M,,3.0
"€2,861",,2.0,1.0,18 Sq M,,2.0
€899,,2.0,1.0,80 Sq M,,1.0
€740,,2.0,1.0,32 Sq M,,4.0
€740,,2.0,1.0,15 Sq M,,3.0
€799,,2.0,1.0,18 Sq M,,1.0
"€2,500",,2.0,1.0,,,1.0
"€1,566",,2.0,1.0,,,2.0
€700,,2.0,1.0,,,6.0
€690,,2.0,1.0,,,4.0
€740,,2.0,1.0,,,4.0
"€1,729","Borsigallee, 60388 Frankfurt, Germany",2.0,1.0,21 Sq M,,1.0
€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2.0,1.0,11 Sq M,,2.0
"€2,033","61440 Oberursel, Germany",2.0,1.0,50 Sq M,,2.0
"€1,521","Münchener Straße 8, 60329 Frankfurt, Germany",2.0,1.0,29 Sq M,,2.0
"€3,177","Roßdorfer Straße 5, 60385 Frankfurt, Germany",2.0,2.0,78 Sq M,,2.0
"€2,300","Schleiermacherstraße 10, 60316 Frankfurt, Germany",2.0,2.0,34 Sq M,,3.0
"€2,891","Kaiserstraße 73, 63065 Offenbach am Main, Germany",2.0,1.0,115 Sq M,,2.0
"€3,456","Hainer Weg 104, 60599 Frankfurt, Germany",2.0,1.0,15 Sq M,,1.0
"€3,450","Bleichstraße 38, 60313 Frankfurt, Germany",2.0,1.0,47 Sq M,,2.0
€840,"Dörnigheimer Straße 4, 60314 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€700,"Werftstraße 15, 60327 Frankfurt, Germany",2.0,1.0,29 Sq M,,6.0
"€1,200",,2.0,1.0,25 Sq M,,1.0
"€1,450",,2.0,1.0,60 Sq M,,2.0
€899,,2.0,1.0,62 Sq M,,1.0
€990,,2.0,1.0,60 Sq M,,2.0
"€1,480",,2.0,1.0,22 Sq M,,2.0
"€1,790",,2.0,1.0,33 Sq M,,1.0
€810,,2.0,1.0,,,7.0
"€2,300",,2.0,2.0,,,2.0
"€3,495",,2.0,1.0,,,3.0
"€1,256",,2.0,1.0,,,2.0
"€1,290",,2.0,1.0,,,1.0
"€2,664","Wingertstraße 7, 61449 Steinbach (Taunus), Germany",2.0,1.0,60 Sq M,,3.0
"€2,211","Gutleutstraße 45, 60329 Frankfurt, Germany",2.0,1.0,45 Sq M,,2.0
"€4,373","Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",2.0,1.0,47 Sq M,,3.0
"€1,707","Alte Gasse 29, 60313 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€680,"Geleitsstraße 10, 60599 Frankfurt, Germany",2.0,1.0,13 Sq M,,4.0
"€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",2.0,1.0,19 Sq M,,1.0
€690,"Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,45 Sq M,,3.0
"€2,255","Mainluststraße 6, 60329 Frankfurt, Germany",2.0,1.0,16 Sq M,,2.0
"€1,781","Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
"€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€710,,2.0,1.0,23 Sq M,,3.0
"€2,861",,2.0,1.0,18 Sq M,,2.0
€899,,2.0,1.0,80 Sq M,,1.0
€740,,2.0,1.0,32 Sq M,,4.0
€740,,2.0,1.0,15 Sq M,,3.0
€799,,2.0,1.0,18 Sq M,,1.0
"€2,500",,2.0,1.0,,,1.0
"€1,566",,2.0,1.0,,,2.0
€700,,2.0,1.0,,,6.0
€690,,2.0,1.0,,,4.0
€740,,2.0,1.0,,,4.0
"€1,729","Borsigallee, 60388 Frankfurt, Germany",2.0,1.0,21 Sq M,,1.0
€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2.0,1.0,11 Sq M,,2.0
"€2,033","61440 Oberursel, Germany",2.0,1.0,50 Sq M,,2.0
"€1,521","Münchener Straße 8, 60329 Frankfurt, Germany",2.0,1.0,29 Sq M,,2.0
"€3,177","Roßdorfer Straße 5, 60385 Frankfurt, Germany",2.0,2.0,78 Sq M,,2.0
"€2,300","Schleiermacherstraße 10, 60316 Frankfurt, Germany",2.0,2.0,34 Sq M,,3.0
"€2,891","Kaiserstraße 73, 63065 Offenbach am Main, Germany",2.0,1.0,115 Sq M,,2.0
"€3,456","Hainer Weg 104, 60599 Frankfurt, Germany",2.0,1.0,15 Sq M,,1.0
"€3,450","Bleichstraße 38, 60313 Frankfurt, Germany",2.0,1.0,47 Sq M,,2.0
€840,"Dörnigheimer Straße 4, 60314 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€700,"Werftstraße 15, 60327 Frankfurt, Germany",2.0,1.0,29 Sq M,,6.0
"€1,200",,2.0,1.0,25 Sq M,,1.0
"€1,450",,2.0,1.0,60 Sq M,,2.0
€899,,2.0,1.0,62 Sq M,,1.0
€990,,2.0,1.0,60 Sq M,,2.0
"€1,480",,2.0,1.0,22 Sq M,,2.0
"€1,790",,2.0,1.0,33 Sq M,,1.0
€810,,2.0,1.0,,,7.0
"€2,300",,2.0,2.0,,,2.0
"€3,495",,2.0,1.0,,,3.0
"€1,256",,2.0,1.0,,,2.0
"€1,290",,2.0,1.0,,,1.0
"€2,664","Wingertstraße 7, 61449 Steinbach (Taunus), Germany",2.0,1.0,60 Sq M,,3.0
"€2,211","Gutleutstraße 45, 60329 Frankfurt, Germany",2.0,1.0,45 Sq M,,2.0
"€4,373","Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",2.0,1.0,47 Sq M,,3.0
"€1,707","Alte Gasse 29, 60313 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€680,"Geleitsstraße 10, 60599 Frankfurt, Germany",2.0,1.0,13 Sq M,,4.0
"€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",2.0,1.0,19 Sq M,,1.0
€690,"Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,45 Sq M,,3.0
"€2,255","Mainluststraße 6, 60329 Frankfurt, Germany",2.0,1.0,16 Sq M,,2.0
"€1,781","Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
"€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€710,,2.0,1.0,23 Sq M,,3.0
"€2,861",,2.0,1.0,18 Sq M,,2.0
€899,,2.0,1.0,80 Sq M,,1.0
€740,,2.0,1.0,32 Sq M,,4.0
€740,,2.0,1.0,15 Sq M,,3.0
€799,,2.0,1.0,18 Sq M,,1.0
"€2,500",,2.0,1.0,,,1.0
"€1,566",,2.0,1.0,,,2.0
€700,,2.0,1.0,,,6.0
€690,,2.0,1.0,,,4.0
€740,,2.0,1.0,,,4.0
"€1,729","Borsigallee, 60388 Frankfurt, Germany",2.0,1.0,21 Sq M,,1.0
€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2.0,1.0,11 Sq M,,2.0
"€2,033","61440 Oberursel, Germany",2.0,1.0,50 Sq M,,2.0
"€1,521","Münchener Straße 8, 60329 Frankfurt, Germany",2.0,1.0,29 Sq M,,2.0
"€3,177","Roßdorfer Straße 5, 60385 Frankfurt, Germany",2.0,2.0,78 Sq M,,2.0
"€2,300","Schleiermacherstraße 10, 60316 Frankfurt, Germany",2.0,2.0,34 Sq M,,3.0
"€2,891","Kaiserstraße 73, 63065 Offenbach am Main, Germany",2.0,1.0,115 Sq M,,2.0
"€3,456","Hainer Weg 104, 60599 Frankfurt, Germany",2.0,1.0,15 Sq M,,1.0
"€3,450","Bleichstraße 38, 60313 Frankfurt, Germany",2.0,1.0,47 Sq M,,2.0
€840,"Dörnigheimer Straße 4, 60314 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€700,"Werftstraße 15, 60327 Frankfurt, Germany",2.0,1.0,29 Sq M,,6.0
"€1,200",,2.0,1.0,25 Sq M,,1.0
"€1,450",,2.0,1.0,60 Sq M,,2.0
€899,,2.0,1.0,62 Sq M,,1.0
€990,,2.0,1.0,60 Sq M,,2.0
"€1,480",,2.0,1.0,22 Sq M,,2.0
"€1,790",,2.0,1.0,33 Sq M,,1.0
€810,,2.0,1.0,,,7.0
"€2,300",,2.0,2.0,,,2.0
"€3,495",,2.0,1.0,,,3.0
"€1,256",,2.0,1.0,,,2.0
"€1,290",,2.0,1.0,,,1.0
"€2,664","Wingertstraße 7, 61449 Steinbach (Taunus), Germany",2.0,1.0,60 Sq M,,3.0
"€2,211","Gutleutstraße 45, 60329 Frankfurt, Germany",2.0,1.0,45 Sq M,,2.0
"€4,373","Gref-Völsing-Straße 23, 60314 Frankfurt, Germany",2.0,1.0,47 Sq M,,3.0
"€1,707","Alte Gasse 29, 60313 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€680,"Geleitsstraße 10, 60599 Frankfurt, Germany",2.0,1.0,13 Sq M,,4.0
"€1,611","Main Plaza, Walther-von-Cronberg-Platz 1, 60594 Frankfurt, Germany",2.0,1.0,43 Sq M,,2.0
€899,"Gateway Gardens Mitte, Amelia-Mary-Earhart-Straße, 60549 Frankfurt, Germany",2.0,1.0,19 Sq M,,1.0
€690,"Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,45 Sq M,,3.0
"€2,255","Mainluststraße 6, 60329 Frankfurt, Germany",2.0,1.0,16 Sq M,,2.0
"€1,781","Amelia-Mary-Earhart-Straße 5, 60549 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
"€3,450","Rohmerstraße 8, 60486 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€710,,2.0,1.0,23 Sq M,,3.0
"€2,861",,2.0,1.0,18 Sq M,,2.0
€899,,2.0,1.0,80 Sq M,,1.0
€740,,2.0,1.0,32 Sq M,,4.0
€740,,2.0,1.0,15 Sq M,,3.0
€799,,2.0,1.0,18 Sq M,,1.0
"€2,500",,2.0,1.0,,,1.0
"€1,566",,2.0,1.0,,,2.0
€700,,2.0,1.0,,,6.0
€690,,2.0,1.0,,,4.0
€740,,2.0,1.0,,,4.0
"€1,729","Borsigallee, 60388 Frankfurt, Germany",2.0,1.0,21 Sq M,,1.0
€745,"Kriegkstraße 33, 60326 Frankfurt, Germany",2.0,1.0,11 Sq M,,2.0
"€2,033","61440 Oberursel, Germany",2.0,1.0,50 Sq M,,2.0
"€1,521","Münchener Straße 8, 60329 Frankfurt, Germany",2.0,1.0,29 Sq M,,2.0
"€3,177","Roßdorfer Straße 5, 60385 Frankfurt, Germany",2.0,2.0,78 Sq M,,2.0
"€2,300","Schleiermacherstraße 10, 60316 Frankfurt, Germany",2.0,2.0,34 Sq M,,3.0
"€2,891","Kaiserstraße 73, 63065 Offenbach am Main, Germany",2.0,1.0,115 Sq M,,2.0
"€3,456","Hainer Weg 104, 60599 Frankfurt, Germany",2.0,1.0,15 Sq M,,1.0
"€3,450","Bleichstraße 38, 60313 Frankfurt, Germany",2.0,1.0,47 Sq M,,2.0
€840,"Dörnigheimer Straße 4, 60314 Frankfurt, Germany",2.0,1.0,35 Sq M,,2.0
€700,"Werftstraße 15, 60327 Frankfurt, Germany",2.0,1.0,29 Sq M,,6.0
"€1,200",,2.0,1.0,25 Sq M,,1.0
"€1,450",,2.0,1.0,60 Sq M,,2.0
€899,,2.0,1.0,62 Sq M,,1.0
€990,,2.0,1.0,60 Sq M,,2.0
"€1,480",,2.0,1.0,22 Sq M,,2.0
"€1,790",,2.0,1.0,33 Sq M,,1.0
€810,,2.0,1.0,,,7.0
"€2,300",,2.0,2.0,,,2.0
"€3,495",,2.0,1.0,,,3.0
"€1,256",,2.0,1.0,,,2.0
"€1,290",,2.0,1.0,,,1.0
"£1,150","Blackfriars Car Park, Parsonage Square, Glasgow, G4 0TA, United Kingdom",2.0,1.0,65 Sq M,,2.0
"£1,495","Maverton Building, Fenwick Road, Giffnock, G46 6XF, United Kingdom",2.0,1.0,60 Sq M,,3.0
"£3,776","98 Wilton Gardens, Queen's Cross, Glasgow, G20 6QZ, United Kingdom",2.0,1.0,65 Sq M,,3.0
"£3,100","Errol Gardens, Hutchesontown, Glasgow, G5 0RA, United Kingdom",2.0,2.0,,,3.0
"£3,432","Craigenbay Road, Lenzie, G66 5JP, United Kingdom",2.0,1.0,,,2.0
£950,"91 Dowanhill Street, Partickhill, Glasgow, G12 9EG, United Kingdom",2.0,1.0,,,2.0
£895,"40-42 King's Park Road, Glasgow, G44 4SU, United Kingdom",2.0,1.0,,,2.0
£850,"10 Wood Street, Glasgow, G31 3BT, United Kingdom",2.0,1.0,,,2.0
"£1,350","Coplaw Street, Glasgow, G42 7JN, United Kingdom",2.0,2.0,,,3.0
"£1,400","16 Speirs Wharf, Glasgow, G4 9TJ, United Kingdom",2.0,1.0,,,2.0
"£1,495","Dumbarton Road, Partickhill, Glasgow, G11 6NX, United Kingdom",2.0,2.0,,,2.0
"£1,650",,2.0,2.0,,,2.0
£895,,2.0,2.0,,,1.0
"£3,432",,2.0,1.0,,,2.0
"£1,300",,2.0,2.0,,,2.0
"£1,950",,2.0,3.0,,,4.0
"£1,000",,2.0,1.0,,,2.0
£995,,2.0,1.0,,,2.0
"£1,225",,2.0,1.0,,,1.0
£725,,2.0,1.0,,,1.0
£795,,2.0,1.0,,,1.0
"£1,795",,2.0,1.0,,,3.0
"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",2.0,1.0,950 Sq Ft,,2.0
£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",2.0,1.0,,,1.0
£895,"Haggs Lane, Shawmoss, Glasgow, G41 4RL, United Kingdom",2.0,1.0,,,1.0
"£1,695","Shuna Crescent, Eastpark, Glasgow, G20 9QS, United Kingdom",2.0,1.0,,,3.0
"£1,150","Whittingehame Drive, Glasgow, G12 0YJ, United Kingdom",2.0,2.0,,,2.0
"£1,635","Glasgow City, G4 9EF, United Kingdom",2.0,2.0,,,2.0
"£1,300","Scotmid, Clarkston Road, New Cathcart, Glasgow, G44 3JG, United Kingdom",2.0,2.0,,,3.0
"£1,645","Lady Anne Street, Glasgow, G14 0JN, United Kingdom",2.0,1.0,,,2.0
"£2,250","Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",2.0,3.0,,,3.0
"£1,895","Kent Road, Glasgow, G3 7EF, United Kingdom",2.0,3.0,,,4.0
"£4,686","National Theatre of Scotland, 125 Craighall Road, Glasgow, G4 9TL, United Kingdom",2.0,1.0,,,2.0
£950,,2.0,1.0,,,1.0
£825,,2.0,1.0,,,2.0
"£1,395",,2.0,2.0,,,2.0
£650,,2.0,1.0,,,1.0
£875,,2.0,1.0,,,1.0
"£1,720",,2.0,2.0,,,2.0
£995,,2.0,1.0,,,2.0
"£1,595",,2.0,2.0,,,2.0
"£2,950",,2.0,1.0,,,2.0
"£1,350",,2.0,1.0,,,2.0
"£1,250",,2.0,1.0,,,2.0
"£1,150","Blackfriars Car Park, Parsonage Square, Glasgow, G4 0TA, United Kingdom",2.0,1.0,65 Sq M,,2.0
"£1,495","Maverton Building, Fenwick Road, Giffnock, G46 6XF, United Kingdom",2.0,1.0,60 Sq M,,3.0
"£3,776","98 Wilton Gardens, Queen's Cross, Glasgow, G20 6QZ, United Kingdom",2.0,1.0,65 Sq M,,3.0
"£3,100","Errol Gardens, Hutchesontown, Glasgow, G5 0RA, United Kingdom",2.0,2.0,,,3.0
"£3,432","Craigenbay Road, Lenzie, G66 5JP, United Kingdom",2.0,1.0,,,2.0
£950,"91 Dowanhill Street, Partickhill, Glasgow, G12 9EG, United Kingdom",2.0,1.0,,,2.0
£895,"40-42 King's Park Road, Glasgow, G44 4SU, United Kingdom",2.0,1.0,,,2.0
£850,"10 Wood Street, Glasgow, G31 3BT, United Kingdom",2.0,1.0,,,2.0
"£1,350","Coplaw Street, Glasgow, G42 7JN, United Kingdom",2.0,2.0,,,3.0
"£1,400","16 Speirs Wharf, Glasgow, G4 9TJ, United Kingdom",2.0,1.0,,,2.0
"£1,495","Dumbarton Road, Partickhill, Glasgow, G11 6NX, United Kingdom",2.0,2.0,,,2.0
"£1,650",,2.0,2.0,,,2.0
£895,,2.0,2.0,,,1.0
"£3,432",,2.0,1.0,,,2.0
"£1,300",,2.0,2.0,,,2.0
"£1,950",,2.0,3.0,,,4.0
"£1,000",,2.0,1.0,,,2.0
£995,,2.0,1.0,,,2.0
"£1,225",,2.0,1.0,,,1.0
£725,,2.0,1.0,,,1.0
£795,,2.0,1.0,,,1.0
"£1,795",,2.0,1.0,,,3.0
"£1,095","Anderston Quay, Glasgow, G3 8BG, United Kingdom",2.0,1.0,950 Sq Ft,,2.0
£895,"22 Kennedy Path, Glasgow, G4 0PP, United Kingdom",2.0,1.0,,,1.0
£895,"Haggs Lane, Shawmoss, Glasgow, G41 4RL, United Kingdom",2.0,1.0,,,1.0
"£1,695","Shuna Crescent, Eastpark, Glasgow, G20 9QS, United Kingdom",2.0,1.0,,,3.0
"£1,150","Whittingehame Drive, Glasgow, G12 0YJ, United Kingdom",2.0,2.0,,,2.0
"£1,635","Glasgow City, G4 9EF, United Kingdom",2.0,2.0,,,2.0
"£1,300","Scotmid, Clarkston Road, New Cathcart, Glasgow, G44 3JG, United Kingdom",2.0,2.0,,,3.0
"£1,645","Lady Anne Street, Glasgow, G14 0JN, United Kingdom",2.0,1.0,,,2.0
"£2,250","Exhibition Centre Railway Station, Minerva Street, Glasgow, G3 8BY, United Kingdom",2.0,3.0,,,3.0
"£1,895","Kent Road, Glasgow, G3 7EF, United Kingdom",2.0,3.0,,,4.0
"£4,686","National Theatre of Scotland, 125 Craighall Road, Glasgow, G4 9TL, United Kingdom",2.0,1.0,,,2.0
£950,,2.0,1.0,,,1.0
£825,,2.0,1.0,,,2.0
"£1,395",,2.0,2.0,,,2.0
£650,,2.0,1.0,,,1.0
£875,,2.0,1.0,,,1.0
"£1,720",,2.0,2.0,,,2.0
£995,,2.0,1.0,,,2.0
"£1,595",,2.0,2.0,,,2.0
"£2,950",,2.0,1.0,,,2.0
"£1,350",,2.0,1.0,,,2.0
"£1,250",,2.0,1.0,,,2.0
"£1,150","Blackfriars Car Park, Parsonage Square, Glasgow, G4 0TA, United Kingdom",2.0,1.0,65 Sq M,,2.0
"£1,495","Maverton Building, Fenwick Road, Giffnock, G46 6XF, United Kingdom",2.0,1.0,60 Sq M,,3.0
"£3,776","98 Wilton Gardens, Queen's Cross, Glasgow, G20 6QZ, United Kingdom",2.0,1.0,65 Sq M,,3.0
"£3,100","Errol Gardens, Hutchesontown, Glasgow, G5 0RA, United Kingdom",2.0,2.0,,,3.0
"£3,432","Craigenbay Road, Lenzie, G66 5JP, United Kingdom",2.0,1.0,,,2.0
£950,"91 Dowanhill Street, Partickhill, Glasgow, G12 9EG, United Kingdom",2.0,1.0,,,2.0
£895,"40-42 King's Park Road, Glasgow, G44 4SU, United Kingdom",2.0,1.0,,,2.0
£850,"10 Wood Street, Glasgow, G31 3BT, United Kingdom",2.0,1.0,,,2.0
"£1,350","Coplaw Street, Glasgow, G42 7JN, United Kingdom",2.0,2.0,,,3.0
"£1,400","16 Speirs Wharf, Glasgow, G4 9TJ, United Kingdom",2.0,1.0,,,2.0
"£1,495","Dumbarton Road, Partickhill, Glasgow, G11 6NX, United Kingdom",2.0,2.0,,,2.0
"£1,650",,2.0,2.0,,,2.0
£895,,2.0,2.0,,,1.0
